RSTCD,LOCCD,code,Latitude,Longitude,planting_date
CAAR,4801,101C,43.204,-81.568,05/13/2022
CAAR,4801,162N,43.204,-81.568,05/13/2022
CAAR,4809,101N,42.884,-81.684,05/13/2022
CAAR,4809,162N,42.884,-81.684,05/13/2022
USCL,7612,103N,40.575,-90.8,05/13/2022
USCL,7612,161N,40.575,-90.8,05/13/2022
USCL,7612,191C,40.575,-90.8,05/13/2022
USCL,7612,106N,40.575,-90.8,05/13/2022
USCL,7612,104N,40.575,-90.8,05/13/2022
USCL,7612,102N,40.575,-90.8,05/13/2022
USCL,7612,107N,40.575,-90.8,05/13/2022
USCL,7612,105N,40.575,-90.8,05/13/2022
USCL,7667,102T,39.64,-89.328,05/13/2022
USCL,7667,101T,39.64,-89.328,05/13/2022
USCL,7667,103T,39.64,-89.328,05/13/2022
USCL,7667,104T,39.64,-89.328,05/13/2022
USCL,7F41,102C,39.727,-87.632,05/13/2022
USCL,7F41,161N,39.727,-87.632,05/13/2022
USJA,5610,105N,42.162,-89.707,05/13/2022
USJA,5610,104N,42.162,-89.707,05/13/2022
USJA,5610,107N,42.162,-89.707,05/13/2022
USJA,5610,106N,42.162,-89.707,05/13/2022
USJA,5610,108N,42.162,-89.707,05/13/2022
USLT,7528,108N,40.874,-91.871,05/13/2022
USLT,7528,169N,40.874,-91.871,05/13/2022
USLT,7528,107N,40.874,-91.871,05/13/2022
USLT,7528,105N,40.874,-91.871,05/13/2022
USLT,7528,102N,40.874,-91.871,05/13/2022
USLT,7528,104N,40.874,-91.871,05/13/2022
USLT,7528,103N,40.874,-91.871,05/13/2022
USLT,7528,106N,40.874,-91.871,05/13/2022
USLT,7528,101N,40.874,-91.871,05/13/2022
USMK,5G22,161N,41.479,-85.996,05/13/2022
USMK,5G22,191N,41.479,-85.996,05/13/2022
USMK,6734,205N,40.288,-85.875,05/13/2022
USMK,6734,208N,40.288,-85.875,05/13/2022
USMK,6734,206N,40.288,-85.875,05/13/2022
USMK,6734,207N,40.288,-85.875,05/13/2022
USSL,4523,191N,43.009,-92.732,05/13/2022
USSL,4523,102C,43.009,-92.732,05/13/2022
USSL,4523,101N,43.009,-92.732,05/13/2022
USSL,4523,161N,43.009,-92.732,05/13/2022
USSL,6Z01,102N,41.794,-92.26,05/13/2022
USSL,6Z01,161N,41.794,-92.26,05/13/2022
USSL,7420,112N,41.386,-95.042,05/13/2022
USSL,7420,184N,41.386,-95.042,05/13/2022
USSL,7420,109N,41.386,-95.042,05/13/2022
USSL,7420,111N,41.386,-95.042,05/13/2022
USSL,7420,102C,41.386,-95.042,05/13/2022
USSL,7420,107N,41.386,-95.042,05/13/2022
USSL,7420,106N,41.386,-95.042,05/13/2022
USSL,7420,110N,41.386,-95.042,05/13/2022
USSL,7420,113N,41.386,-95.042,05/13/2022
USSL,7420,161N,41.386,-95.042,05/13/2022
USSL,7420,105N,41.386,-95.042,05/13/2022
USSL,7420,108N,41.386,-95.042,05/13/2022
USSL,7420,114N,41.386,-95.042,05/13/2022
USSL,7420,183C,41.386,-95.042,05/13/2022
USST,4524,181C,43.515,-92.616,05/13/2022
USST,4524,191C,43.515,-92.616,05/13/2022
USST,4524,192N,43.515,-92.616,05/13/2022
USST,4527,102C,43.534,-92.623,05/13/2022
USST,4527,101C,43.534,-92.623,05/13/2022
USST,4527,103C,43.534,-92.623,05/13/2022
USST,4Z01,101N,43.978,-92.209,05/13/2022
USST,4Z01,161N,43.978,-92.209,05/13/2022
USWA,7C35,161N,40.727,-96.28,05/13/2022
USWA,7C35,102N,40.727,-96.28,05/13/2022
CAAR,2J32,Block A,45.243,-74.426,05/12/2022
USAD,5323,102C,43.47,-99.082,05/12/2022
USAD,5323,161N,43.47,-99.082,05/12/2022
USBY,8F48,102N,36.121,-88.785,05/12/2022
USBY,8F48,101N,36.121,-88.785,05/12/2022
USCL,7603,114N,39.782,-90.03,05/12/2022
USCL,7603,115N,39.782,-90.03,05/12/2022
USCL,7603,103N,39.782,-90.03,05/12/2022
USCL,7603,111N,39.782,-90.03,05/12/2022
USCL,7603,104N,39.782,-90.03,05/12/2022
USCL,7603,162N,39.782,-90.03,05/12/2022
USCL,7603,110N,39.782,-90.03,05/12/2022
USCL,7603,116N,39.782,-90.03,05/12/2022
USCL,7603,108N,39.782,-90.03,05/12/2022
USCL,7603,106N,39.782,-90.03,05/12/2022
USCL,7603,117N,39.782,-90.03,05/12/2022
USCL,7603,112N,39.782,-90.03,05/12/2022
USCL,7603,105N,39.782,-90.03,05/12/2022
USCL,7603,191N,39.782,-90.03,05/12/2022
USCL,7603,107N,39.782,-90.03,05/12/2022
USCL,7603,109N,39.782,-90.03,05/12/2022
USCL,7603,113N,39.782,-90.03,05/12/2022
USCL,7603,192N,39.782,-90.03,05/12/2022
USCL,7636,192N,39.865,-88.38,05/12/2022
USCL,7636,161N,39.865,-88.38,05/12/2022
USCL,7636,191N,39.865,-88.38,05/12/2022
USHI,7F01,101N,39.275,-89.337,05/12/2022
USHI,7F01,162N,39.275,-89.337,05/12/2022
USJA,5610,161N,42.162,-89.707,05/12/2022
USJA,5610,102N,42.162,-89.707,05/12/2022
USJA,5610,103N,42.162,-89.707,05/12/2022
USJN,7B08,161N,37.157,-101.39,05/12/2022
USJN,7B08,102C,37.157,-101.39,05/12/2022
USJN,8B09,161N,38.541,-101.231,05/12/2022
USJN,8B09,102C,38.541,-101.231,05/12/2022
USJN,8B20,102N,37.389,-100.609,05/12/2022
USJN,8B20,161N,37.389,-100.609,05/12/2022
USMK,5G04,162N,41.81,-85.569,05/12/2022
USMK,5G04,192N,41.81,-85.569,05/12/2022
USMK,5G04,101N,41.81,-85.569,05/12/2022
USMK,5G04,103N,41.81,-85.569,05/12/2022
USMK,5G09,102C,41.401,-87.007,05/12/2022
USPH,7243,106N,40.867,-99.73,05/12/2022
USPH,7243,107C,40.867,-99.73,05/12/2022
USSL,5D31,162N,43.137,-93.914,05/12/2022
USSL,5D31,161N,43.137,-93.914,05/12/2022
USSL,5D31,103C,43.137,-93.914,05/12/2022
USSL,5D31,104N,43.137,-93.914,05/12/2022
USSL,742B,106N,41.391,-95.039,05/12/2022
USSL,742B,113N,41.391,-95.039,05/12/2022
USSL,742B,103N,41.391,-95.039,05/12/2022
USSL,742B,110N,41.391,-95.039,05/12/2022
USSL,742B,107N,41.391,-95.039,05/12/2022
USSL,742B,114N,41.391,-95.039,05/12/2022
USSL,742B,109N,41.391,-95.039,05/12/2022
USSL,742B,104N,41.391,-95.039,05/12/2022
USSL,742B,112N,41.391,-95.039,05/12/2022
USSL,742B,111N,41.391,-95.039,05/12/2022
USSL,742B,105N,41.391,-95.039,05/12/2022
USSL,742B,108N,41.391,-95.039,05/12/2022
USSL,7520,104N,41.437,-92.431,05/12/2022
USSL,7520,101N,41.437,-92.431,05/12/2022
USSL,7520,102N,41.437,-92.431,05/12/2022
USSL,7520,106N,41.437,-92.431,05/12/2022
USSL,7520,105N,41.437,-92.431,05/12/2022
USSL,7520,107N,41.437,-92.431,05/12/2022
USSL,7520,103N,41.437,-92.431,05/12/2022
USSL,752B,161N,41.438,-92.435,05/12/2022
USSL,752B,104C,41.438,-92.435,05/12/2022
USSL,752B,181C,41.438,-92.435,05/12/2022
USSL,752B,182C,41.438,-92.435,05/12/2022
USST,4524,161N,43.515,-92.616,05/12/2022
USST,4533,161N,43.922,-92.942,05/12/2022
USST,4533,192N,43.922,-92.942,05/12/2022
USST,4533,191N,43.922,-92.942,05/12/2022
USST,4533,110N,43.922,-92.942,05/12/2022
USST,4533,111N,43.922,-92.942,05/12/2022
USWA,7C37,161N,40.064,-95.879,05/12/2022
USWA,7C37,102N,40.064,-95.879,05/12/2022
USAD,5330,108N,43.487,-97.581,05/11/2022
USAD,5330,105N,43.487,-97.581,05/11/2022
USAD,5330,109N,43.487,-97.581,05/11/2022
USBY,9Z39,103N,34.808,-91.083,05/11/2022
USBY,9Z39,102N,34.808,-91.083,05/11/2022
USBY,9Z39,161N,34.808,-91.083,05/11/2022
USBY,9Z39,191N,34.808,-91.083,05/11/2022
USCL,6639,191N,40.617,-88.328,05/11/2022
USCL,6639,182N,40.617,-88.328,05/11/2022
USCL,6639,181C,40.617,-88.328,05/11/2022
USCL,6639,163N,40.617,-88.328,05/11/2022
USCL,6F22,101N,41.093,-90.745,05/11/2022
USCL,6F22,162N,41.093,-90.745,05/11/2022
USCL,7603,181C,39.782,-90.03,05/11/2022
USCL,7632,108N,40.215,-88.906,05/11/2022
USCL,7632,109N,40.215,-88.906,05/11/2022
USCL,7632,106N,40.215,-88.906,05/11/2022
USCL,7636,101N,39.865,-88.38,05/11/2022
USCL,7636,106N,39.865,-88.38,05/11/2022
USCL,7636,105N,39.865,-88.38,05/11/2022
USCL,7636,102N,39.865,-88.38,05/11/2022
USCL,7636,104N,39.865,-88.38,05/11/2022
USCL,7636,103N,39.865,-88.38,05/11/2022
USJA,6609,113N,41.378,-89.374,05/11/2022
USJA,6609,110N,41.378,-89.374,05/11/2022
USJA,6609,117N,41.378,-89.374,05/11/2022
USJA,6609,109N,41.378,-89.374,05/11/2022
USJA,6609,114N,41.378,-89.374,05/11/2022
USJA,6609,118N,41.378,-89.374,05/11/2022
USJA,6609,116N,41.378,-89.374,05/11/2022
USJA,6609,108N,41.378,-89.374,05/11/2022
USJA,6609,107N,41.378,-89.374,05/11/2022
USJA,6609,115N,41.378,-89.374,05/11/2022
USJA,6609,106N,41.378,-89.374,05/11/2022
USJA,6609,112N,41.378,-89.374,05/11/2022
USJA,6609,191N,41.378,-89.374,05/11/2022
USJA,6609,111N,41.378,-89.374,05/11/2022
USJA,6611,101C,41.749,-89.297,05/11/2022
USJA,6611,102C,41.749,-89.297,05/11/2022
USJA,6F11,102C,41.741,-89.246,05/11/2022
USJA,6F11,161C,41.741,-89.246,05/11/2022
USJN,8B18,102C,38.079,-100.948,05/11/2022
USJN,8B18,161N,38.079,-100.948,05/11/2022
USMK,4G10,161N,42.718,-85.51,05/11/2022
USMK,4G10,102C,42.718,-85.51,05/11/2022
USMK,5G09,161N,41.401,-87.007,05/11/2022
USMK,6H11,102N,41.442,-84.068,05/11/2022
USMK,6H11,161N,41.442,-84.068,05/11/2022
USMK,8J35,F3,39.265,-75.645,05/11/2022
USMK,8J35,F1,39.265,-75.645,05/11/2022
USPH,7243,102N,40.867,-99.73,05/11/2022
USPH,7243,104N,40.867,-99.73,05/11/2022
USPH,7243,105N,40.867,-99.73,05/11/2022
USPH,7243,103N,40.867,-99.73,05/11/2022
USSL,6511,110N,41.993,-92.736,05/11/2022
USSL,6511,112N,41.993,-92.736,05/11/2022
USSL,6511,111N,41.993,-92.736,05/11/2022
USSL,651B,104N,41.996,-92.746,05/11/2022
USSL,651B,102N,41.996,-92.746,05/11/2022
USSL,651B,108N,41.996,-92.746,05/11/2022
USSL,651B,103N,41.996,-92.746,05/11/2022
USSL,651B,111N,41.996,-92.746,05/11/2022
USSL,651B,109N,41.996,-92.746,05/11/2022
USSL,651B,106N,41.996,-92.746,05/11/2022
USSL,651B,107N,41.996,-92.746,05/11/2022
USSL,651B,105N,41.996,-92.746,05/11/2022
USSL,651B,101N,41.996,-92.746,05/11/2022
USSL,651B,110N,41.996,-92.746,05/11/2022
USSL,742B,102N,41.391,-95.039,05/11/2022
USSL,742B,101N,41.391,-95.039,05/11/2022
USSL,742C,103N,41.171,-95.028,05/11/2022
USSL,742C,102N,41.171,-95.028,05/11/2022
USSL,742C,104N,41.171,-95.028,05/11/2022
USSL,742C,101N,41.171,-95.028,05/11/2022
USST,4439,161N,43.444,-94.032,05/11/2022
USST,4439,103N,43.444,-94.032,05/11/2022
USST,4439,104N,43.444,-94.032,05/11/2022
USST,4439,102N,43.444,-94.032,05/11/2022
USST,4533,101N,43.922,-92.942,05/11/2022
USST,4533,102N,43.922,-92.942,05/11/2022
USST,4533,103N,43.922,-92.942,05/11/2022
USST,4533,107N,43.922,-92.942,05/11/2022
USST,4533,104N,43.922,-92.942,05/11/2022
USST,4533,106N,43.922,-92.942,05/11/2022
USST,4533,109N,43.922,-92.942,05/11/2022
USST,4533,108N,43.922,-92.942,05/11/2022
USST,4533,105N,43.922,-92.942,05/11/2022
USWA,7347,ELK_Fld3,41.35,-96.263,05/11/2022
USWA,7347,Elk_FLD4,41.35,-96.263,05/11/2022
USWA,7347,ELK_787,41.35,-96.263,05/11/2022
USWA,7347,Elk_Herb,41.35,-96.263,05/11/2022
USWA,8D04,102N,39.955,-95.171,05/11/2022
USWA,8D04,161N,39.955,-95.171,05/11/2022
USAD,5330,161N,43.487,-97.581,05/10/2022
USAD,5330,106N,43.487,-97.581,05/10/2022
USAD,5330,107N,43.487,-97.581,05/10/2022
USAD,5330,104N,43.487,-97.581,05/10/2022
USAD,5330,192N,43.487,-97.581,05/10/2022
USAD,5330,103C,43.487,-97.581,05/10/2022
USBY,9530,107N,35.735,-90.5,05/10/2022
USBY,9530,103N,35.735,-90.5,05/10/2022
USBY,9530,108N,35.735,-90.5,05/10/2022
USBY,9530,106N,35.735,-90.5,05/10/2022
USBY,9530,104N,35.735,-90.5,05/10/2022
USBY,9530,102N,35.735,-90.5,05/10/2022
USBY,9530,105N,35.735,-90.5,05/10/2022
USCL,6716,191N,40.94,-86.905,05/10/2022
USCL,6716,161N,40.94,-86.905,05/10/2022
USCL,7632,204N,40.215,-88.906,05/10/2022
USCL,7632,291C,40.215,-88.906,05/10/2022
USCL,7632,282C,40.215,-88.906,05/10/2022
USCL,7632,283C,40.215,-88.906,05/10/2022
USCL,7632,281C,40.215,-88.906,05/10/2022
USJN,8242,103C,37.918,-99.259,05/10/2022
USJN,8242,161N,37.918,-99.259,05/10/2022
USJN,8242,102N,37.918,-99.259,05/10/2022
USJN,8C04,161N,37.789,-98.046,05/10/2022
USJN,8C04,102C,37.789,-98.046,05/10/2022
USLT,6542,103N,41.881,-90.567,05/10/2022
USLT,6542,102N,41.881,-90.567,05/10/2022
USLT,6542,191N,41.881,-90.567,05/10/2022
USLT,6542,161N,41.881,-90.567,05/10/2022
USLT,6542,104N,41.881,-90.567,05/10/2022
USMK,7727,267N,39.584,-85.937,05/10/2022
USMK,7727,105N,39.584,-85.937,05/10/2022
USMK,7727,297N,39.584,-85.937,05/10/2022
USMK,7727,106N,39.584,-85.937,05/10/2022
USMK,7727,206N,39.584,-85.937,05/10/2022
USMK,7921,F11,40.126,-76.532,05/10/2022
USMK,7921,F10,40.126,-76.532,05/10/2022
USMK,7G28,161N,39.578,-85.959,05/10/2022
USPH,7243,101N,40.867,-99.73,05/10/2022
USSL,5424,108N,42.864,-94.682,05/10/2022
USSL,5424,107N,42.864,-94.682,05/10/2022
USSL,5424,105N,42.864,-94.682,05/10/2022
USSL,5424,191N,42.864,-94.682,05/10/2022
USSL,5424,106N,42.864,-94.682,05/10/2022
USSL,5424,109N,42.864,-94.682,05/10/2022
USSL,6511,104N,41.993,-92.736,05/10/2022
USSL,6511,102N,41.993,-92.736,05/10/2022
USSL,6511,105N,41.993,-92.736,05/10/2022
USSL,6511,107N,41.993,-92.736,05/10/2022
USSL,6511,103N,41.993,-92.736,05/10/2022
USSL,6511,108N,41.993,-92.736,05/10/2022
USSL,6511,106N,41.993,-92.736,05/10/2022
USSL,6511,109N,41.993,-92.736,05/10/2022
USSL,6511,101N,41.993,-92.736,05/10/2022
USSL,651C,104N,41.99,-92.74,05/10/2022
USSL,651C,106N,41.99,-92.74,05/10/2022
USSL,651C,103C,41.99,-92.74,05/10/2022
USSL,651C,102N,41.99,-92.74,05/10/2022
USSL,651C,101N,41.99,-92.74,05/10/2022
USSL,651C,161N,41.99,-92.74,05/10/2022
USST,3601,206N,44.852,-92.716,05/10/2022
USST,3601,311N,44.852,-92.716,05/10/2022
USST,3601,310N,44.852,-92.716,05/10/2022
USST,3601,207N,44.852,-92.716,05/10/2022
USST,3601,208N,44.852,-92.716,05/10/2022
USST,3601,413N,44.852,-92.716,05/10/2022
USST,3601,412N,44.852,-92.716,05/10/2022
USST,3601,205N,44.852,-92.716,05/10/2022
USST,3601,209N,44.852,-92.716,05/10/2022
USST,3601,415N,44.852,-92.716,05/10/2022
USST,3601,414N,44.852,-92.716,05/10/2022
USST,4439,101N,43.444,-94.032,05/10/2022
USWA,7D08,161N,40.595,-95.592,05/10/2022
USWA,7D08,102N,40.595,-95.592,05/10/2022
USCL,6716,101N,40.94,-86.905,05/09/2022
USCL,6716,103N,40.94,-86.905,05/09/2022
USCL,6716,104N,40.94,-86.905,05/09/2022
USCL,6716,102N,40.94,-86.905,05/09/2022
USJA,5F12,106N,41.697,-90.262,05/09/2022
USJA,5F12,107N,41.697,-90.262,05/09/2022
USJA,5F12,108N,41.697,-90.262,05/09/2022
USJA,5F12,109N,41.697,-90.262,05/09/2022
USJA,6609,103N,41.378,-89.374,05/09/2022
USJA,6609,104N,41.378,-89.374,05/09/2022
USJA,6609,161N,41.378,-89.374,05/09/2022
USJA,6609,105N,41.378,-89.374,05/09/2022
USLT,7Z39,102N,41.252,-91.358,05/09/2022
USLT,7Z39,161N,41.252,-91.358,05/09/2022
USMK,7727,202N,39.584,-85.937,05/09/2022
USMK,7727,203N,39.584,-85.937,05/09/2022
USMK,7727,102N,39.584,-85.937,05/09/2022
USMK,7727,204N,39.584,-85.937,05/09/2022
USMK,7727,101N,39.584,-85.937,05/09/2022
USMK,7727,205N,39.584,-85.937,05/09/2022
USMK,7727,201N,39.584,-85.937,05/09/2022
USMK,7727,104N,39.584,-85.937,05/09/2022
USMK,7727,103N,39.584,-85.937,05/09/2022
USSL,5424,161N,42.864,-94.682,05/09/2022
USSL,5424,103N,42.864,-94.682,05/09/2022
USSL,5424,102C,42.864,-94.682,05/09/2022
USSL,5424,104N,42.864,-94.682,05/09/2022
USLT,7Z33,161N,41.35,-91.741,05/08/2022
USLT,7Z33,191C,41.35,-91.741,05/08/2022
USST,3601,192C,44.852,-92.716,05/08/2022
CAAR,3831,101N,43.082,-81.203,05/07/2022
USAD,5340,103N,43.321,-96.569,05/07/2022
USAD,5340,161N,43.321,-96.569,05/07/2022
USAD,5340,192C,43.321,-96.569,05/07/2022
USJN,8B06,161N,36.387,-101.023,05/07/2022
USJN,8B06,102N,36.387,-101.023,05/07/2022
USST,3601,103N,44.852,-92.716,05/07/2022
USST,3601,191N,44.852,-92.716,05/07/2022
USST,3601,104N,44.852,-92.716,05/07/2022
USST,3601,102N,44.852,-92.716,05/07/2022
USST,3601,161N,44.852,-92.716,05/07/2022
USJN,7B07,161N,36.219,-103.046,05/06/2022
USJN,8B05,103C,36.219,-103.046,05/06/2022
USJN,8B05,102N,36.219,-103.046,05/06/2022
USJN,8B05,161N,36.219,-103.046,05/06/2022
USST,3601,101N,44.852,-92.716,05/06/2022
USJN,7B12,161N,36.046,-101.742,05/05/2022
USJN,7B12,102C,36.046,-101.742,05/05/2022
USAD,4C23,162N,43.037,-98.252,05/04/2022
USAD,4C23,193N,43.037,-98.252,05/04/2022
USAD,4C23,161N,43.037,-98.252,05/04/2022
USHI,8541,102N,37.094,-89.456,05/04/2022
USHI,8541,164N,37.094,-89.456,05/04/2022
USHI,8541,103C,37.094,-89.456,05/04/2022
USHI,8541,101N,37.094,-89.456,05/04/2022
USJA,5F12,104N,41.697,-90.262,05/04/2022
USJA,5F12,102N,41.697,-90.262,05/04/2022
USJA,5F12,103C,41.697,-90.262,05/04/2022
USJA,5F12,105N,41.697,-90.262,05/04/2022
USJN,7B11,161N,36.212,-101.435,05/04/2022
USJN,7B11,102C,36.212,-101.435,05/04/2022
USWA,6C32,162N,42.518,-97.286,05/04/2022
USWA,6C32,101N,42.518,-97.286,05/04/2022
USHI,8F44,101N,37.721,-88.434,05/03/2022
USHI,8F44,162N,37.721,-88.434,05/03/2022
USHI,8G08,101C,37.552,-87.41,05/03/2022
USHI,8G08,162N,37.552,-87.41,05/03/2022
USMK,7H04,163N,39.796,-84.76,05/03/2022
USMK,7H04,102N,39.796,-84.76,05/03/2022
USMK,7H04,101N,39.796,-84.76,05/03/2022
USMK,7H21,101N,39.486,-83.521,05/03/2022
USMK,7H21,162N,39.486,-83.521,05/03/2022
USCL,6F37,101N,40.779,-88.07,05/02/2022
USCL,6F37,162N,40.779,-88.07,05/02/2022
USCL,7632,202N,40.215,-88.906,05/02/2022
USCL,7632,201N,40.215,-88.906,05/02/2022
USCL,7632,261N,40.215,-88.906,05/02/2022
USCL,7632,203N,40.215,-88.906,05/02/2022
USHI,8F35,102N,38.79,-88.063,05/02/2022
USHI,8F35,105N,38.79,-88.063,05/02/2022
USHI,8F35,104N,38.79,-88.063,05/02/2022
USHI,8F35,161N,38.79,-88.063,05/02/2022
USHI,8F35,103N,38.79,-88.063,05/02/2022
USHI,8F35,106N,38.79,-88.063,05/02/2022
USHI,8G15,101C,38.436,-86.996,05/02/2022
USHI,8G15,162N,38.436,-86.996,05/02/2022
USJA,6609,102N,41.378,-89.374,05/02/2022
USLS,7101,W1-8,38.629,-121.798,05/02/2022
USLS,7101,W9-10,38.629,-121.798,05/02/2022
USMK,8943,F3,38.735,-75.81,05/02/2022
USMK,8943,F1,38.735,-75.81,05/02/2022
USBY,9530,161N,35.735,-90.5,05/01/2022
USJN,8233,102N,38.143,-97.989,05/01/2022
USJN,8233,161N,38.143,-97.989,05/01/2022
USBY,9Z36,161N,36.2,-90.676,04/30/2022
USBY,9Z36,102N,36.2,-90.676,04/30/2022
USCL,7623,110N,39.698,-89.351,04/30/2022
USCL,7623,161N,39.698,-89.351,04/30/2022
USCL,7623,191C,39.698,-89.351,04/30/2022
USCL,7632,105N,40.215,-88.906,04/30/2022
USCL,7632,103N,40.215,-88.906,04/30/2022
USCL,7632,101N,40.215,-88.906,04/30/2022
USCL,7632,102N,40.215,-88.906,04/30/2022
USCL,7632,104N,40.215,-88.906,04/30/2022
USJN,8232,262N,38.148,-98.023,04/30/2022
USJN,8232,204N,38.148,-98.023,04/30/2022
USJN,8232,201N,38.148,-98.023,04/30/2022
USJN,8232,203N,38.148,-98.023,04/30/2022
USJN,8232,205N,38.148,-98.023,04/30/2022
USMK,6734,202N,40.288,-85.875,04/30/2022
USMK,6734,203N,40.288,-85.875,04/30/2022
USMK,6734,204N,40.288,-85.875,04/30/2022
USMK,6734,201N,40.288,-85.875,04/30/2022
USCL,7623,107N,39.698,-89.351,04/29/2022
USCL,7623,108N,39.698,-89.351,04/29/2022
USCL,7623,106N,39.698,-89.351,04/29/2022
USCL,7623,109N,39.698,-89.351,04/29/2022
USCL,7F34,161N,39.7,-89.342,04/29/2022
USCL,7F34,102N,39.7,-89.342,04/29/2022
USHI,8G11,102N,36.857,-88.727,04/29/2022
USHI,8G11,163N,36.857,-88.727,04/29/2022
USHI,8G11,101N,36.857,-88.727,04/29/2022
USJN,8231,106N,38.148,-98.019,04/29/2022
USJN,8231,105N,38.148,-98.019,04/29/2022
USJN,8231,192C,38.148,-98.019,04/29/2022
USJN,8231,104N,38.148,-98.019,04/29/2022
USJN,8231,107N,38.148,-98.019,04/29/2022
USJN,8231,108N,38.148,-98.019,04/29/2022
USMK,6734,163N,40.288,-85.875,04/29/2022
USWA,7C36,161N,39.923,-95.359,04/29/2022
USWA,7C36,102N,39.923,-95.359,04/29/2022
USWA,8C05,168N,39.839,-95.768,04/29/2022
USBY,9534,103N,35.222,-90.812,04/28/2022
USBY,9534,161N,35.222,-90.812,04/28/2022
USBY,9534,102N,35.222,-90.812,04/28/2022
USBY,9534,191N,35.222,-90.812,04/28/2022
USBY,9534,105N,35.222,-90.812,04/28/2022
USBY,9534,104N,35.222,-90.812,04/28/2022
USHI,8702,161N,38.275,-87.642,04/28/2022
USHI,8702,104N,38.275,-87.642,04/28/2022
USHI,8702,103N,38.275,-87.642,04/28/2022
USHI,8702,102N,38.275,-87.642,04/28/2022
USHI,8702,105N,38.275,-87.642,04/28/2022
USHI,8702,191N,38.275,-87.642,04/28/2022
USJN,8231,103N,38.148,-98.019,04/28/2022
USJN,8231,162N,38.148,-98.019,04/28/2022
USJN,8231,101N,38.148,-98.019,04/28/2022
USJN,8406,107N,39.211,-93.271,04/28/2022
USJN,8406,108N,39.211,-93.271,04/28/2022
USJN,8406,109N,39.211,-93.271,04/28/2022
USSL,7440,107C,41.453,-94.142,04/28/2022
USSL,7440,108C,41.453,-94.142,04/28/2022
USSL,7440,104N,41.453,-94.142,04/28/2022
USSL,7440,105N,41.453,-94.142,04/28/2022
USSL,7440,109N,41.453,-94.142,04/28/2022
USSL,7440,106N,41.453,-94.142,04/28/2022
USWA,8C05,107N,39.839,-95.768,04/28/2022
USWA,8C05,103N,39.839,-95.768,04/28/2022
USWA,8C05,105N,39.839,-95.768,04/28/2022
USWA,8C05,102N,39.839,-95.768,04/28/2022
USWA,8C05,104N,39.839,-95.768,04/28/2022
USWA,8C05,106N,39.839,-95.768,04/28/2022
USJN,8406,104N,39.211,-93.271,04/27/2022
USJN,8406,101N,39.211,-93.271,04/27/2022
USJN,8406,103N,39.211,-93.271,04/27/2022
USJN,8406,102N,39.211,-93.271,04/27/2022
USJN,8406,106N,39.211,-93.271,04/27/2022
USJN,8406,105N,39.211,-93.271,04/27/2022
USJN,8C16,162N,39.423,-97.192,04/27/2022
USJN,8C16,101N,39.423,-97.192,04/27/2022
USPH,7B45,161N,40.281,-99.91,04/27/2022
USPH,7B45,192N,40.281,-99.91,04/27/2022
USSL,7440,102N,41.453,-94.142,04/27/2022
USSL,7440,161N,41.453,-94.142,04/27/2022
USSL,7440,103N,41.453,-94.142,04/27/2022
USWA,8C05,101N,39.839,-95.768,04/27/2022
USJN,8316,105N,39.423,-97.197,04/26/2022
USJN,8316,114N,39.423,-97.197,04/26/2022
USJN,8316,112N,39.423,-97.197,04/25/2022
USJN,8316,101N,39.423,-97.197,04/25/2022
USJN,8316,163C,39.423,-97.197,04/25/2022
USMK,674N,822C,41.067,-84.924,04/23/2022
USJN,8C02,161N,39.052,-95.548,04/22/2022
USJN,8C02,102N,39.052,-95.548,04/22/2022
USJN,8309,102C,37.956,-97.514,04/21/2022
USJN,8309,161N,37.956,-97.514,04/21/2022
USCL,9842,102N,32.878,-82.21,04/19/2022
USCL,9842,101N,32.878,-82.21,04/19/2022
USJN,8C13,102N,37.459,-97.623,04/18/2022
USJN,8C13,161N,37.459,-97.623,04/18/2022
USCL,9J03,FLD1,36.269,-76.239,04/15/2022
USCL,9J03,FLD2,36.269,-76.239,04/15/2022
USJN,8C39,161N,37.26,-94.796,04/15/2022
USCL,7623,105N,39.698,-89.351,04/13/2022
USCL,7623,104N,39.698,-89.351,04/13/2022
USCL,7623,103N,39.698,-89.351,04/13/2022
USCL,7623,102N,39.698,-89.351,04/13/2022
USCL,7623,101N,39.698,-89.351,04/13/2022
USCL,9814,103N,32.048,-84.37,04/13/2022
USCL,9814,101N,32.048,-84.37,04/13/2022
USCL,9940,101N,35.809,-77.394,04/13/2022
USCL,9821,1453,31.515,-83.547,04/12/2022
USCL,9821,W103,31.515,-83.547,04/12/2022
USCL,9821,1452,31.515,-83.547,04/12/2022
USCL,9821,1451,31.515,-83.547,04/12/2022
USCL,9821,W102,31.515,-83.547,04/12/2022
USCL,9821,1443,31.515,-83.547,04/12/2022
USCL,9821,W101,31.515,-83.547,04/12/2022
USCL,9821,1450,31.515,-83.547,04/12/2022
USBY,9626,102N,33.926,-90.289,04/10/2022
USBY,9626,161N,33.926,-90.289,04/10/2022
USBY,9F40,161N,34.81,-91.604,04/10/2022
USBY,9F19,102N,33.434,-90.454,04/09/2022
USBY,9F19,161N,33.434,-90.454,04/09/2022
USCL,9926,861N,34.458,-79.446,04/08/2022
USCL,9926,101N,34.458,-79.446,04/08/2022
USBY,9615,101N,33.566,-90.228,03/30/2022
USBY,9615,102N,33.566,-90.228,03/30/2022
