RSTCD,LOCCD,code,Latitude,Longitude,planting_date
USMK,6920,F7,41.174,-77.293,05/23/2022
USMK,6H12,161N,41.031,-83.954,05/23/2022
USMK,6H12,102N,41.031,-83.954,05/23/2022
USMK,6H12,103N,41.031,-83.954,05/23/2022
USSL,5511,104N,42.513,-92.788,05/23/2022
USSL,5511,105N,42.513,-92.788,05/23/2022
USSL,5511,191N,42.513,-92.788,05/23/2022
USSL,6418,101N,41.932,-93.698,05/23/2022
USSL,6418,102N,41.932,-93.698,05/23/2022
USSL,641B,101N,41.863,-93.658,05/23/2022
USSL,641C,108N,41.861,-93.661,05/23/2022
USSL,641C,103N,41.861,-93.661,05/23/2022
USSL,641C,105N,41.861,-93.661,05/23/2022
USSL,641C,106N,41.861,-93.661,05/23/2022
USSL,641C,101N,41.861,-93.661,05/23/2022
USSL,641C,102N,41.861,-93.661,05/23/2022
USSL,641C,107N,41.861,-93.661,05/23/2022
USSL,641C,104N,41.861,-93.661,05/23/2022
USSL,7D11,102C,40.982,-95.238,05/23/2022
USSL,7D11,161N,40.982,-95.238,05/23/2022
USST,4442,102N,43.958,-94.622,05/23/2022
USST,4442,101N,43.958,-94.622,05/23/2022
USST,4442,106N,43.958,-94.622,05/23/2022
USST,4442,161N,43.958,-94.622,05/23/2022
USST,4442,192N,43.958,-94.622,05/23/2022
USST,4442,103N,43.958,-94.622,05/23/2022
USST,4442,191N,43.958,-94.622,05/23/2022
USST,4442,104N,43.958,-94.622,05/23/2022
USST,4442,105N,43.958,-94.622,05/23/2022
USST,4531,101N,44.483,-93.035,05/23/2022
USST,5D40,101C,43.641,-94.492,05/23/2022
USST,5D40,161N,43.641,-94.492,05/23/2022
USWA,6334,191N,42.171,-96.998,05/23/2022
USWA,6334,102N,42.171,-96.998,05/23/2022
USWA,6334,161N,42.171,-96.998,05/23/2022
USWA,6D16,102N,41.823,-95.422,05/23/2022
USWA,6D16,161N,41.823,-95.422,05/23/2022
USWA,7341,107N,41.409,-96.757,05/23/2022
USWA,7341,108N,41.409,-96.757,05/23/2022
USWA,7345,166N,41.409,-96.759,05/23/2022
USWA,7345,102N,41.409,-96.759,05/23/2022
USWA,7345,103N,41.409,-96.759,05/23/2022
USWA,7345,104N,41.409,-96.759,05/23/2022
USWA,7345,101N,41.409,-96.759,05/23/2022
USWA,7345,105N,41.409,-96.759,05/23/2022
USAD,4342,207N,44.308,-96.702,05/22/2022
USAD,4342,206N,44.308,-96.702,05/22/2022
USAD,4342,208N,44.308,-96.702,05/22/2022
USAD,4342,209N,44.308,-96.702,05/22/2022
USAD,4342,210N,44.308,-96.702,05/22/2022
USJA,4625,101N,42.676,-88.884,05/22/2022
USJA,4625,102N,42.676,-88.884,05/22/2022
USJA,5607,105N,42.575,-90.144,05/22/2022
USJA,5607,101N,42.575,-90.144,05/22/2022
USJA,5607,103C,42.575,-90.144,05/22/2022
USJA,5607,106N,42.575,-90.144,05/22/2022
USLT,5Z30,102N,42.659,-91.464,05/22/2022
USLT,5Z30,161N,42.659,-91.464,05/22/2022
USMK,4742,106N,42.022,-83.684,05/22/2022
USMK,4742,104N,42.022,-83.684,05/22/2022
USMK,4742,161N,42.022,-83.684,05/22/2022
USMK,4742,102N,42.022,-83.684,05/22/2022
USMK,4742,103N,42.022,-83.684,05/22/2022
USMK,4742,191N,42.022,-83.684,05/22/2022
USMK,4742,105N,42.022,-83.684,05/22/2022
USPH,7303,110N,40.456,-98.98,05/22/2022
USPH,7303,111N,40.456,-98.98,05/22/2022
USPH,7303,112N,40.456,-98.98,05/22/2022
USPH,7303,113N,40.456,-98.98,05/22/2022
USPH,7307,105N,39.412,-100.66,05/22/2022
USPH,7307,108N,39.412,-100.66,05/22/2022
USSL,5511,103N,42.513,-92.788,05/22/2022
USSL,5511,102N,42.513,-92.788,05/22/2022
USSL,5511,161N,42.513,-92.788,05/22/2022
USSL,641E,107C,41.885,-93.712,05/22/2022
CAAR,2833,102N,43.361,-80.914,05/21/2022
USLT,5514,119N,42.72,-92.061,05/21/2022
USLT,5514,120N,42.72,-92.061,05/21/2022
USLT,5514,111N,42.72,-92.061,05/21/2022
USLT,5514,112N,42.72,-92.061,05/21/2022
USLT,5514,161N,42.72,-92.061,05/21/2022
USLT,5514,116N,42.72,-92.061,05/21/2022
USLT,5514,118N,42.72,-92.061,05/21/2022
USLT,5514,113N,42.72,-92.061,05/21/2022
USLT,5514,114N,42.72,-92.061,05/21/2022
USLT,5514,115N,42.72,-92.061,05/21/2022
USLT,5514,122N,42.72,-92.061,05/21/2022
USLT,5514,121N,42.72,-92.061,05/21/2022
USLT,5514,117N,42.72,-92.061,05/21/2022
USMK,6821,103C,40.688,-83.128,05/21/2022
USMK,6821,102N,40.688,-83.128,05/21/2022
USMK,6821,101N,40.688,-83.128,05/21/2022
USMK,6821,164N,40.688,-83.128,05/21/2022
USPH,7303,107N,40.456,-98.98,05/21/2022
USPH,7303,108N,40.456,-98.98,05/21/2022
USPH,7303,109N,40.456,-98.98,05/21/2022
USPH,7308,208N,39.409,-100.66,05/21/2022
USPH,7308,203N,39.409,-100.66,05/21/2022
USPH,7308,209N,39.409,-100.66,05/21/2022
USPH,7308,205N,39.409,-100.66,05/21/2022
USPH,7308,207N,39.409,-100.66,05/21/2022
USPH,7308,206N,39.409,-100.66,05/21/2022
USPH,7308,210N,39.409,-100.66,05/21/2022
USPH,7308,204N,39.409,-100.66,05/21/2022
USPH,7324,104N,40.871,-98.076,05/21/2022
USSL,641E,104N,41.885,-93.712,05/21/2022
USSL,641E,103N,41.885,-93.712,05/21/2022
USSL,641E,106N,41.885,-93.712,05/21/2022
USSL,641E,105N,41.885,-93.712,05/21/2022
USSL,641E,102N,41.885,-93.712,05/21/2022
USST,4515,114N,43.914,-93.737,05/21/2022
USST,4515,112N,43.914,-93.737,05/21/2022
USST,4515,116N,43.914,-93.737,05/21/2022
USST,4515,118N,43.914,-93.737,05/21/2022
USST,4515,117N,43.914,-93.737,05/21/2022
USST,4515,161N,43.914,-93.737,05/21/2022
USST,4515,106N,43.914,-93.737,05/21/2022
USST,4515,110N,43.914,-93.737,05/21/2022
USST,4515,105N,43.914,-93.737,05/21/2022
USST,4515,113N,43.914,-93.737,05/21/2022
USST,4515,108N,43.914,-93.737,05/21/2022
USST,4515,104N,43.914,-93.737,05/21/2022
USST,4515,102N,43.914,-93.737,05/21/2022
USST,4515,103N,43.914,-93.737,05/21/2022
USST,4515,101N,43.914,-93.737,05/21/2022
USST,4515,109N,43.914,-93.737,05/21/2022
USST,4515,119N,43.914,-93.737,05/21/2022
USST,4515,111N,43.914,-93.737,05/21/2022
USST,4515,107N,43.914,-93.737,05/21/2022
USST,4515,115N,43.914,-93.737,05/21/2022
USWA,7340,101C,41.24,-96.584,05/21/2022
USWA,73H1,101C,41.24,-96.586,05/21/2022
CAAR,2833,101N,43.361,-80.914,05/20/2022
USAD,4342,204N,44.308,-96.702,05/20/2022
USAD,4342,201N,44.308,-96.702,05/20/2022
USAD,4342,205N,44.308,-96.702,05/20/2022
USAD,4342,203N,44.308,-96.702,05/20/2022
USAD,4342,202N,44.308,-96.702,05/20/2022
USAD,5408,212N,43.201,-95.812,05/20/2022
USAD,5408,204N,43.201,-95.812,05/20/2022
USAD,5408,208N,43.201,-95.812,05/20/2022
USAD,5408,207N,43.201,-95.812,05/20/2022
USAD,5408,205N,43.201,-95.812,05/20/2022
USAD,5408,201N,43.201,-95.812,05/20/2022
USAD,5408,210N,43.201,-95.812,05/20/2022
USAD,5408,211N,43.201,-95.812,05/20/2022
USAD,5408,206N,43.201,-95.812,05/20/2022
USAD,5408,161N,43.201,-95.812,05/20/2022
USAD,5408,102N,43.201,-95.812,05/20/2022
USAD,5408,202N,43.201,-95.812,05/20/2022
USAD,5408,209N,43.201,-95.812,05/20/2022
USAD,5408,203N,43.201,-95.812,05/20/2022
USAD,5408,213N,43.201,-95.812,05/20/2022
USAD,5D06,103N,43.258,-96.085,05/20/2022
USAD,5D06,161N,43.258,-96.085,05/20/2022
USAD,5D06,192N,43.258,-96.085,05/20/2022
USCL,7638,101L,41.2,-88.946,05/20/2022
USCL,7638,103L,41.2,-88.946,05/20/2022
USCL,7638,102L,41.2,-88.946,05/20/2022
USLT,5514,107N,42.72,-92.061,05/20/2022
USLT,5514,104N,42.72,-92.061,05/20/2022
USLT,5514,109N,42.72,-92.061,05/20/2022
USLT,5514,103N,42.72,-92.061,05/20/2022
USLT,5514,108N,42.72,-92.061,05/20/2022
USLT,5514,105N,42.72,-92.061,05/20/2022
USLT,5514,191N,42.72,-92.061,05/20/2022
USLT,5514,102N,42.72,-92.061,05/20/2022
USLT,5514,106N,42.72,-92.061,05/20/2022
USLT,5514,110N,42.72,-92.061,05/20/2022
USMK,4G34,191N,43.539,-83.525,05/20/2022
USMK,4G34,161N,43.539,-83.525,05/20/2022
USMK,5J01,F1,40.963,-76.826,05/20/2022
USMK,5J01,F2,40.963,-76.826,05/20/2022
USMK,5J01,F4,40.963,-76.826,05/20/2022
USMK,6G25,102C,40.731,-85.753,05/20/2022
USMK,6G25,161N,40.731,-85.753,05/20/2022
USPH,7303,106N,40.456,-98.98,05/20/2022
USPH,7308,202C,39.409,-100.66,05/20/2022
USPH,7324,102N,40.871,-98.076,05/20/2022
USPH,7324,103N,40.871,-98.076,05/20/2022
USSL,5420,105N,43.044,-95.144,05/20/2022
USSL,5420,218N,43.044,-95.144,05/20/2022
USSL,5420,111N,43.044,-95.144,05/20/2022
USSL,5420,291N,43.044,-95.144,05/20/2022
USSL,5420,108N,43.044,-95.144,05/20/2022
USSL,5420,219C,43.044,-95.144,05/20/2022
USSL,5420,109N,43.044,-95.144,05/20/2022
USSL,5420,107N,43.044,-95.144,05/20/2022
USSL,5420,261N,43.044,-95.144,05/20/2022
USSL,5420,110N,43.044,-95.144,05/20/2022
USSL,5420,106N,43.044,-95.144,05/20/2022
USSL,6415,109N,42.688,-93.839,05/20/2022
USSL,6415,107N,42.688,-93.839,05/20/2022
USSL,6415,108N,42.688,-93.839,05/20/2022
USSL,6415,191N,42.688,-93.839,05/20/2022
USSL,6416,191N,42.183,-94.609,05/20/2022
USSL,6416,161N,42.183,-94.609,05/20/2022
USSL,6421,102C,42.049,-94.629,05/20/2022
USSL,6421,161N,42.049,-94.629,05/20/2022
USSL,6421,191N,42.049,-94.629,05/20/2022
USSL,6421,103N,42.049,-94.629,05/20/2022
USST,4424,105N,43.747,-95.225,05/20/2022
USST,4424,192C,43.747,-95.225,05/20/2022
USST,4424,101N,43.747,-95.225,05/20/2022
USST,4424,161N,43.747,-95.225,05/20/2022
USST,4424,102N,43.747,-95.225,05/20/2022
USST,4424,191N,43.747,-95.225,05/20/2022
USST,4424,108N,43.747,-95.225,05/20/2022
USST,4424,106N,43.747,-95.225,05/20/2022
USST,4424,103N,43.747,-95.225,05/20/2022
USST,4424,104N,43.747,-95.225,05/20/2022
USST,4424,107N,43.747,-95.225,05/20/2022
USWA,7319,106N,40.771,-97.952,05/20/2022
USWA,7319,108N,40.771,-97.952,05/20/2022
USWA,7319,107N,40.771,-97.952,05/20/2022
USWA,7319,110N,40.771,-97.952,05/20/2022
USWA,7319,105N,40.771,-97.952,05/20/2022
USWA,7319,191C,40.771,-97.952,05/20/2022
USWA,7319,111N,40.771,-97.952,05/20/2022
USWA,7319,161N,40.771,-97.952,05/20/2022
USWA,7319,103N,40.771,-97.952,05/20/2022
USWA,7319,104N,40.771,-97.952,05/20/2022
USWA,7319,109N,40.771,-97.952,05/20/2022
USWA,7330,174N,40.742,-97.269,05/20/2022
USWA,7330,161N,40.742,-97.269,05/20/2022
USWA,7330,102N,40.742,-97.269,05/20/2022
USWA,7330,186C,40.742,-97.269,05/20/2022
USWA,7330,105C,40.742,-97.269,05/20/2022
USWA,7330,103N,40.742,-97.269,05/20/2022
USWA,7332,103N,41.032,-97.093,05/20/2022
USWA,7332,102N,41.032,-97.093,05/20/2022
USWA,7332,161N,41.032,-97.093,05/20/2022
CAAR,5800,166N,42.552,-82.355,05/19/2022
USAD,4401,192C,43.979,-96.066,05/19/2022
USAD,4401,105N,43.979,-96.066,05/19/2022
USAD,4401,104N,43.979,-96.066,05/19/2022
USAD,4401,106N,43.979,-96.066,05/19/2022
USAD,4401,161N,43.979,-96.066,05/19/2022
USAD,4401,103N,43.979,-96.066,05/19/2022
USAD,4C26,161N,44.361,-97.8,05/19/2022
USAD,4C26,162N,44.361,-97.8,05/19/2022
USCL,6614,111N,40.916,-89.885,05/19/2022
USCL,6614,113N,40.916,-89.885,05/19/2022
USCL,6614,112N,40.916,-89.885,05/19/2022
USCL,6614,191C,40.916,-89.885,05/19/2022
USCL,6614,161N,40.916,-89.885,05/19/2022
USJA,4F08,161N,43.708,-89.972,05/19/2022
USJA,4F08,102N,43.708,-89.972,05/19/2022
USJA,5F32,102N,42.337,-88.53,05/19/2022
USJA,5F32,161N,42.337,-88.53,05/19/2022
USMK,4G38,102N,43.24,-82.86,05/19/2022
USMK,4G38,161N,43.24,-82.86,05/19/2022
USMK,6730,122N,40.864,-85.336,05/19/2022
USMK,6730,123C,40.864,-85.336,05/19/2022
USMK,6730,120N,40.864,-85.336,05/19/2022
USMK,6730,117N,40.864,-85.336,05/19/2022
USMK,6730,121N,40.864,-85.336,05/19/2022
USMK,6730,119N,40.864,-85.336,05/19/2022
USMK,6730,164N,40.864,-85.336,05/19/2022
USMK,6730,118N,40.864,-85.336,05/19/2022
USPH,7303,104N,40.456,-98.98,05/19/2022
USPH,7303,105N,40.456,-98.98,05/19/2022
USPH,7303,183C,40.456,-98.98,05/19/2022
USPH,7308,200N,39.409,-100.66,05/19/2022
USPH,7308,261N,39.409,-100.66,05/19/2022
USSL,5420,216N,43.044,-95.144,05/19/2022
USSL,5420,212N,43.044,-95.144,05/19/2022
USSL,5420,217N,43.044,-95.144,05/19/2022
USSL,5420,213N,43.044,-95.144,05/19/2022
USSL,5420,214N,43.044,-95.144,05/19/2022
USSL,5420,215N,43.044,-95.144,05/19/2022
USSL,6415,103N,42.688,-93.839,05/19/2022
USSL,6415,105N,42.688,-93.839,05/19/2022
USSL,6415,106N,42.688,-93.839,05/19/2022
USSL,6415,104N,42.688,-93.839,05/19/2022
USSL,6415,161N,42.688,-93.839,05/19/2022
USSL,6415,102C,42.688,-93.839,05/19/2022
USWA,7319,101N,40.771,-97.952,05/19/2022
USWA,7319,102N,40.771,-97.952,05/19/2022
USWA,7326,101C,40.783,-97.866,05/19/2022
USWA,7326,103C,40.783,-97.866,05/19/2022
USWA,7326,102C,40.783,-97.866,05/19/2022
USWA,8320,112N,40.299,-97.133,05/19/2022
USWA,8320,161N,40.299,-97.133,05/19/2022
CAAR,5800,104N,42.552,-82.355,05/18/2022
CAAR,5800,105N,42.552,-82.355,05/18/2022
USAD,4318,108N,44.67,-98.221,05/18/2022
USAD,4318,105N,44.67,-98.221,05/18/2022
USAD,4318,107N,44.67,-98.221,05/18/2022
USAD,4318,106N,44.67,-98.221,05/18/2022
USAD,4319,186C,44.672,-98.221,05/18/2022
USAD,4319,104N,44.672,-98.221,05/18/2022
USAD,4319,161N,44.672,-98.221,05/18/2022
USAD,4319,103N,44.672,-98.221,05/18/2022
USAD,4319,192N,44.672,-98.221,05/18/2022
USAD,4319,105N,44.672,-98.221,05/18/2022
USAD,4C12,192C,43.5,-99.912,05/18/2022
USAD,4C12,161N,43.5,-99.912,05/18/2022
USAD,4C32,102C,43.625,-96.471,05/18/2022
USAD,4C32,161N,43.625,-96.471,05/18/2022
USAD,4C38,102N,44.08,-97.03,05/18/2022
USAD,4C38,161N,44.08,-97.03,05/18/2022
USCL,6601,196N,40.902,-89.216,05/18/2022
USCL,6601,106N,40.902,-89.216,05/18/2022
USCL,6601,192N,40.902,-89.216,05/18/2022
USCL,6601,195N,40.902,-89.216,05/18/2022
USCL,6601,103N,40.902,-89.216,05/18/2022
USCL,6601,105N,40.902,-89.216,05/18/2022
USCL,6601,161N,40.902,-89.216,05/18/2022
USCL,6601,191N,40.902,-89.216,05/18/2022
USCL,6601,193N,40.902,-89.216,05/18/2022
USCL,6601,194N,40.902,-89.216,05/18/2022
USCL,6601,101N,40.902,-89.216,05/18/2022
USCL,6601,107N,40.902,-89.216,05/18/2022
USCL,6601,104N,40.902,-89.216,05/18/2022
USCL,6601,102N,40.902,-89.216,05/18/2022
USCL,6614,108N,40.916,-89.885,05/18/2022
USCL,6614,105N,40.916,-89.885,05/18/2022
USCL,6614,101N,40.916,-89.885,05/18/2022
USCL,6614,110N,40.916,-89.885,05/18/2022
USCL,6614,107N,40.916,-89.885,05/18/2022
USCL,6614,104N,40.916,-89.885,05/18/2022
USCL,6614,109N,40.916,-89.885,05/18/2022
USCL,6614,106N,40.916,-89.885,05/18/2022
USCL,6614,102N,40.916,-89.885,05/18/2022
USCL,6614,103N,40.916,-89.885,05/18/2022
USCL,7F20,102C,40.6,-89.395,05/18/2022
USCL,7F20,161N,40.6,-89.395,05/18/2022
USMK,5J20,F4,40.514,-77.676,05/18/2022
USMK,5J20,F2,40.514,-77.676,05/18/2022
USMK,6730,106N,40.864,-85.336,05/18/2022
USMK,6730,101N,40.864,-85.336,05/18/2022
USMK,6730,105N,40.864,-85.336,05/18/2022
USMK,6730,107N,40.864,-85.336,05/18/2022
USMK,6730,108N,40.864,-85.336,05/18/2022
USMK,6730,104N,40.864,-85.336,05/18/2022
USMK,6730,112N,40.864,-85.336,05/18/2022
USMK,6730,102N,40.864,-85.336,05/18/2022
USMK,6730,111N,40.864,-85.336,05/18/2022
USMK,8944,F2,39.611,-75.392,05/18/2022
USMK,8944,F1,39.611,-75.392,05/18/2022
USPH,7303,192C,40.456,-98.98,05/18/2022
USPH,7303,161 N,40.456,-98.98,05/18/2022
USSL,5420,104N,43.044,-95.144,05/18/2022
USSL,5420,102N,43.044,-95.144,05/18/2022
USSL,5420,101N,43.044,-95.144,05/18/2022
USSL,5420,103N,43.044,-95.144,05/18/2022
USST,4400,103N,43.575,-95.723,05/18/2022
USST,4400,101N,43.575,-95.723,05/18/2022
USST,4400,102N,43.575,-95.723,05/18/2022
USST,4400,161N,43.575,-95.723,05/18/2022
USST,4400,105N,43.575,-95.723,05/18/2022
USST,4400,104N,43.575,-95.723,05/18/2022
USST,4400,192N,43.575,-95.723,05/18/2022
USST,4400,191N,43.575,-95.723,05/18/2022
USWA,8320,108N,40.299,-97.133,05/18/2022
USWA,8320,110N,40.299,-97.133,05/18/2022
USWA,8320,105N,40.299,-97.133,05/18/2022
USWA,8320,107N,40.299,-97.133,05/18/2022
USWA,8320,111N,40.299,-97.133,05/18/2022
USWA,8320,109N,40.299,-97.133,05/18/2022
USWA,8320,106N,40.299,-97.133,05/18/2022
CAAR,5800,102N,42.552,-82.355,05/17/2022
CAAR,5800,101N,42.552,-82.355,05/17/2022
CAAR,5800,103N,42.552,-82.355,05/17/2022
USCL,7F06,101N,40.494,-89.744,05/17/2022
USCL,7F06,161N,40.494,-89.744,05/17/2022
USHI,8F11,101N,38.192,-89.301,05/17/2022
USHI,8F11,162N,38.192,-89.301,05/17/2022
USJA,5620,161N,41.804,-89.04,05/17/2022
USJA,5620,108N,41.804,-89.04,05/17/2022
USJA,5620,191N,41.804,-89.04,05/17/2022
USJA,5620,109N,41.804,-89.04,05/17/2022
USJA,5620,110N,41.804,-89.04,05/17/2022
USJA,6634,163N,41.217,-88.646,05/17/2022
USJA,6634,110N,41.217,-88.646,05/17/2022
USJA,6634,108N,41.217,-88.646,05/17/2022
USJA,6634,112N,41.217,-88.646,05/17/2022
USJA,6634,109N,41.217,-88.646,05/17/2022
USJA,6634,111N,41.217,-88.646,05/17/2022
USJA,6634,193N,41.217,-88.646,05/17/2022
USMK,6730,115N,40.864,-85.336,05/17/2022
USMK,6730,114N,40.864,-85.336,05/17/2022
USMK,6730,109N,40.864,-85.336,05/17/2022
USMK,6730,113N,40.864,-85.336,05/17/2022
USMK,6730,110N,40.864,-85.336,05/17/2022
USMK,8931,F4,39.883,-75.922,05/17/2022
USMK,8931,F5,39.883,-75.922,05/17/2022
USPH,6310,198N,42.498,-98.736,05/17/2022
USPH,6310,110N,42.498,-98.736,05/17/2022
USPH,6310,111C,42.498,-98.736,05/17/2022
USPH,6310,168N,42.498,-98.736,05/17/2022
USPH,6310,109N,42.498,-98.736,05/17/2022
USPH,6310,107N,42.498,-98.736,05/17/2022
USPH,7243,181C,40.867,-99.73,05/17/2022
USPH,7309,302N,39.399,-100.664,05/17/2022
USPH,7309,303N,39.399,-100.664,05/17/2022
USPH,7309,361N,39.399,-100.664,05/17/2022
USPH,7311,189C,40.492,-98.478,05/17/2022
USSL,5500,114N,42.804,-93.195,05/17/2022
USSL,5500,111N,42.804,-93.195,05/17/2022
USSL,5500,115N,42.804,-93.195,05/17/2022
USSL,5500,105N,42.804,-93.195,05/17/2022
USSL,5500,106N,42.804,-93.195,05/17/2022
USSL,5500,104N,42.804,-93.195,05/17/2022
USSL,5500,107N,42.804,-93.195,05/17/2022
USSL,5500,113N,42.804,-93.195,05/17/2022
USSL,5500,112N,42.804,-93.195,05/17/2022
USSL,550B,106N,42.798,-93.241,05/17/2022
USSL,550B,104C,42.798,-93.241,05/17/2022
USSL,550B,163N,42.798,-93.241,05/17/2022
USSL,550B,193N,42.798,-93.241,05/17/2022
USSL,550B,181N,42.798,-93.241,05/17/2022
USSL,550B,105N,42.798,-93.241,05/17/2022
USSL,550B,108N,42.798,-93.241,05/17/2022
USSL,550B,182C,42.798,-93.241,05/17/2022
USSL,550B,107N,42.798,-93.241,05/17/2022
USSL,6416,105N,42.183,-94.609,05/17/2022
USSL,6416,103N,42.183,-94.609,05/17/2022
USSL,6416,104N,42.183,-94.609,05/17/2022
USSL,6416,107N,42.183,-94.609,05/17/2022
USSL,6416,106N,42.183,-94.609,05/17/2022
USSL,742K,103N,40.792,-94.652,05/17/2022
USSL,742K,102C,40.792,-94.652,05/17/2022
USSL,742K,105N,40.792,-94.652,05/17/2022
USSL,742K,104N,40.792,-94.652,05/17/2022
USSL,742K,161N,40.792,-94.652,05/17/2022
CAAR,5H03,101N,42.483,-82.166,05/16/2022
CAAR,5H03,162N,42.483,-82.166,05/16/2022
CAAR,5H03,163N,42.483,-82.166,05/16/2022
USAD,4318,161N,44.67,-98.221,05/16/2022
USAD,4318,102C,44.67,-98.221,05/16/2022
USAD,4318,103N,44.67,-98.221,05/16/2022
USAD,4318,104N,44.67,-98.221,05/16/2022
USCL,7F15,102N,40.35,-91.026,05/16/2022
USCL,7F15,161N,40.35,-91.026,05/16/2022
USCL,7F17,161N,40.366,-90.52,05/16/2022
USHI,8Z17,101C,39.878,-92.205,05/16/2022
USHI,8Z17,162N,39.878,-92.205,05/16/2022
USJA,5620,104N,41.804,-89.04,05/16/2022
USJA,5620,102N,41.804,-89.04,05/16/2022
USJA,5620,101N,41.804,-89.04,05/16/2022
USJA,5620,106N,41.804,-89.04,05/16/2022
USJA,5620,107N,41.804,-89.04,05/16/2022
USJA,5620,103N,41.804,-89.04,05/16/2022
USJA,5620,105N,41.804,-89.04,05/16/2022
USJA,6634,107N,41.217,-88.646,05/16/2022
USJA,6634,101N,41.217,-88.646,05/16/2022
USJA,6634,103N,41.217,-88.646,05/16/2022
USJA,6634,106N,41.217,-88.646,05/16/2022
USJA,6634,104N,41.217,-88.646,05/16/2022
USJA,6634,105N,41.217,-88.646,05/16/2022
USJA,6634,102N,41.217,-88.646,05/16/2022
USMK,6730,103N,40.864,-85.336,05/16/2022
USPH,6310,105N,42.498,-98.736,05/16/2022
USPH,6310,101N,42.498,-98.736,05/16/2022
USPH,6310,106N,42.498,-98.736,05/16/2022
USPH,6310,103N,42.498,-98.736,05/16/2022
USPH,6310,104N,42.498,-98.736,05/16/2022
USPH,6310,102N,42.498,-98.736,05/16/2022
USPH,7243,108N,40.867,-99.73,05/16/2022
USPH,7243,169N,40.867,-99.73,05/16/2022
USPH,7243,180N,40.867,-99.73,05/16/2022
USPH,7311,108N,40.492,-98.478,05/16/2022
USPH,7311,106N,40.492,-98.478,05/16/2022
USPH,7311,167N,40.492,-98.478,05/16/2022
USSL,5500,110N,42.804,-93.195,05/16/2022
USSL,5500,101N,42.804,-93.195,05/16/2022
USSL,5500,102N,42.804,-93.195,05/16/2022
USSL,5500,103N,42.804,-93.195,05/16/2022
USSL,5500,108N,42.804,-93.195,05/16/2022
USSL,5500,109N,42.804,-93.195,05/16/2022
USSL,6416,102N,42.183,-94.609,05/16/2022
USSL,6416,101N,42.183,-94.609,05/16/2022
USST,3601,516N,44.852,-92.716,05/16/2022
USST,3601,181C,44.852,-92.716,05/16/2022
USST,3601,517N,44.852,-92.716,05/16/2022
USST,3601,518N,44.852,-92.716,05/16/2022
USST,4532,161N,44.299,-93.071,05/16/2022
USST,4532,191C,44.299,-93.071,05/16/2022
USST,4532,192N,44.299,-93.071,05/16/2022
USWA,8320,104N,40.299,-97.133,05/16/2022
USWA,8320,103N,40.299,-97.133,05/16/2022
USWA,8320,101N,40.299,-97.133,05/16/2022
USWA,8320,102N,40.299,-97.133,05/16/2022
USAD,4C18,161N,43.803,-98.574,05/15/2022
USAD,5320,103N,43.614,-98.265,05/15/2022
USAD,5320,105N,43.614,-98.265,05/15/2022
USAD,5320,107N,43.614,-98.265,05/15/2022
USAD,5320,192C,43.614,-98.265,05/15/2022
USAD,5320,108N,43.614,-98.265,05/15/2022
USAD,5320,104N,43.614,-98.265,05/15/2022
USAD,5320,161N,43.614,-98.265,05/15/2022
USAD,5320,106N,43.614,-98.265,05/15/2022
USCL,7612,108N,40.575,-90.8,05/15/2022
USCL,7612,111N,40.575,-90.8,05/15/2022
USCL,7612,110N,40.575,-90.8,05/15/2022
USCL,7612,109N,40.575,-90.8,05/15/2022
USJA,5610,191N,42.162,-89.707,05/15/2022
USSL,7422,103N,40.784,-94.67,05/15/2022
USSL,7422,101N,40.784,-94.67,05/15/2022
USSL,7422,102N,40.784,-94.67,05/15/2022
USAD,5330,110N,43.487,-97.581,05/14/2022
USAD,5330,112N,43.487,-97.581,05/14/2022
USAD,5330,111N,43.487,-97.581,05/14/2022
USCL,7664,105S,40.022,-88.692,05/14/2022
USCL,7664,106S,40.022,-88.692,05/14/2022
USCL,7664,101S,40.022,-88.692,05/14/2022
USCL,7664,102S,40.022,-88.692,05/14/2022
USCL,7664,103S,40.022,-88.692,05/14/2022
USCL,7664,104S,40.022,-88.692,05/14/2022
USHI,8602,102N,38.554,-89.736,05/14/2022
USHI,8602,104N,38.554,-89.736,05/14/2022
USHI,8602,161N,38.554,-89.736,05/14/2022
USHI,8602,103N,38.554,-89.736,05/14/2022
USMK,6734,214N,40.288,-85.875,05/14/2022
USMK,6734,210N,40.288,-85.875,05/14/2022
USMK,6734,211N,40.288,-85.875,05/14/2022
USMK,6734,213N,40.288,-85.875,05/14/2022
USMK,6734,209N,40.288,-85.875,05/14/2022
USMK,6734,212N,40.288,-85.875,05/14/2022
USMK,674N,5OB,41.067,-84.924,05/14/2022
USPH,7311,103C,40.492,-98.478,05/14/2022
USPH,7311,101N,40.492,-98.478,05/14/2022
USPH,7311,105N,40.492,-98.478,05/14/2022
USPH,7311,104N,40.492,-98.478,05/14/2022
USPH,7311,102N,40.492,-98.478,05/14/2022
USSL,5516,102C,42.297,-92.862,05/14/2022
USSL,5516,101C,42.297,-92.862,05/14/2022
USST,4531,592C,44.483,-93.035,05/14/2022
USST,4531,591C,44.483,-93.035,05/14/2022
USST,4531,561N,44.483,-93.035,05/14/2022
USWA,7C35,103N,40.727,-96.28,05/14/2022
CAAR,1J05,Block C,46.097,-72.688,05/13/2022
CAAR,1J45,Block C,46.324,-72.944,05/13/2022
CAAR,1J45,Block B,46.324,-72.944,05/13/2022
